sample_id,data_path,Production_Quality,Production_Complexity,Content_Enjoyment,Content_Usefulness
audiomos2025-track2-speech-cv-corpus-13.0-2023-03-09_en_clips_common_voice_en_19164413.mp3,/your_path/cv-corpus-13.0-2023-03-09/en/clips/common_voice_en_19164413.mp3,5.7,1.6,5.4,6.0
audiomos2025-track2-speech-cv-corpus-13.0-2023-03-09_en_clips_common_voice_en_19192502.mp3,/your_path/cv-corpus-13.0-2023-03-09/en/clips/common_voice_en_19192502.mp3,6.9,1.1,6.1,6.6
audiomos2025-track2-speech-cv-corpus-13.0-2023-03-09_en_clips_common_voice_en_19198877.mp3,/your_path/cv-corpus-13.0-2023-03-09/en/clips/common_voice_en_19198877.mp3,7.0,1.7,5.5,6.9
audiomos2025-track2-speech-cv-corpus-13.0-2023-03-09_en_clips_common_voice_en_19321901.mp3,/your_path/cv-corpus-13.0-2023-03-09/en/clips/common_voice_en_19321901.mp3,4.2,2.8,3.7,3.4
audiomos2025-track2-speech-cv-corpus-13.0-2023-03-09_en_clips_common_voice_en_19326806.mp3,/your_path/cv-corpus-13.0-2023-03-09/en/clips/common_voice_en_19326806.mp3,3.0,1.8,2.8,2.8
audiomos2025-track2-speech-cv-corpus-13.0-2023-03-09_en_clips_common_voice_en_19350700.mp3,/your_path/cv-corpus-13.0-2023-03-09/en/clips/common_voice_en_19350700.mp3,3.4,1.6,2.2,2.5
audiomos2025-track2-speech-cv-corpus-13.0-2023-03-09_en_clips_common_voice_en_19364384.mp3,/your_path/cv-corpus-13.0-2023-03-09/en/clips/common_voice_en_19364384.mp3,4.6,2.2,3.5,3.6
audiomos2025-track2-speech-cv-corpus-13.0-2023-03-09_en_clips_common_voice_en_19372362.mp3,/your_path/cv-corpus-13.0-2023-03-09/en/clips/common_voice_en_19372362.mp3,6.3,2.0,6.3,6.5
audiomos2025-track2-speech-cv-corpus-13.0-2023-03-09_en_clips_common_voice_en_19414443.mp3,/your_path/cv-corpus-13.0-2023-03-09/en/clips/common_voice_en_19414443.mp3,5.9,4.5,4.0,5.0
audiomos2025-track2-speech-cv-corpus-13.0-2023-03-09_en_clips_common_voice_en_19417303.mp3,/your_path/cv-corpus-13.0-2023-03-09/en/clips/common_voice_en_19417303.mp3,6.2,2.1,5.8,6.4
audiomos2025-track2-speech-cv-corpus-13.0-2023-03-09_en_clips_common_voice_en_19451151.mp3,/your_path/cv-corpus-13.0-2023-03-09/en/clips/common_voice_en_19451151.mp3,4.7,2.3,3.2,4.2
audiomos2025-track2-speech-cv-corpus-13.0-2023-03-09_en_clips_common_voice_en_19452831.mp3,/your_path/cv-corpus-13.0-2023-03-09/en/clips/common_voice_en_19452831.mp3,5.5,4.4,4.2,4.8
audiomos2025-track2-speech-cv-corpus-13.0-2023-03-09_en_clips_common_voice_en_19499637.mp3,/your_path/cv-corpus-13.0-2023-03-09/en/clips/common_voice_en_19499637.mp3,5.9,2.1,4.5,5.1
audiomos2025-track2-speech-cv-corpus-13.0-2023-03-09_en_clips_common_voice_en_19500834.mp3,/your_path/cv-corpus-13.0-2023-03-09/en/clips/common_voice_en_19500834.mp3,7.4,1.4,6.5,7.7
audiomos2025-track2-speech-cv-corpus-13.0-2023-03-09_en_clips_common_voice_en_19533398.mp3,/your_path/cv-corpus-13.0-2023-03-09/en/clips/common_voice_en_19533398.mp3,6.7,1.6,5.9,6.3
audiomos2025-track2-speech-cv-corpus-13.0-2023-03-09_en_clips_common_voice_en_19579361.mp3,/your_path/cv-corpus-13.0-2023-03-09/en/clips/common_voice_en_19579361.mp3,5.3,1.9,4.1,4.6
audiomos2025-track2-speech-cv-corpus-13.0-2023-03-09_en_clips_common_voice_en_19588074.mp3,/your_path/cv-corpus-13.0-2023-03-09/en/clips/common_voice_en_19588074.mp3,6.8,1.4,6.0,6.1
audiomos2025-track2-speech-cv-corpus-13.0-2023-03-09_en_clips_common_voice_en_19593353.mp3,/your_path/cv-corpus-13.0-2023-03-09/en/clips/common_voice_en_19593353.mp3,5.5,2.3,4.3,4.9
audiomos2025-track2-speech-cv-corpus-13.0-2023-03-09_en_clips_common_voice_en_19619564.mp3,/your_path/cv-corpus-13.0-2023-03-09/en/clips/common_voice_en_19619564.mp3,5.9,1.4,5.2,5.5
audiomos2025-track2-speech-cv-corpus-13.0-2023-03-09_en_clips_common_voice_en_19624102.mp3,/your_path/cv-corpus-13.0-2023-03-09/en/clips/common_voice_en_19624102.mp3,7.4,1.1,6.3,7.0
audiomos2025-track2-speech-cv-corpus-13.0-2023-03-09_en_clips_common_voice_en_19649058.mp3,/your_path/cv-corpus-13.0-2023-03-09/en/clips/common_voice_en_19649058.mp3,5.8,1.3,4.5,4.6
audiomos2025-track2-speech-cv-corpus-13.0-2023-03-09_en_clips_common_voice_en_19651398.mp3,/your_path/cv-corpus-13.0-2023-03-09/en/clips/common_voice_en_19651398.mp3,6.8,1.7,5.8,6.6
audiomos2025-track2-speech-cv-corpus-13.0-2023-03-09_en_clips_common_voice_en_19659030.mp3,/your_path/cv-corpus-13.0-2023-03-09/en/clips/common_voice_en_19659030.mp3,6.9,1.4,6.3,6.8
audiomos2025-track2-speech-cv-corpus-13.0-2023-03-09_en_clips_common_voice_en_19659696.mp3,/your_path/cv-corpus-13.0-2023-03-09/en/clips/common_voice_en_19659696.mp3,7.1,1.3,5.5,6.0
audiomos2025-track2-speech-cv-corpus-13.0-2023-03-09_en_clips_common_voice_en_19666752.mp3,/your_path/cv-corpus-13.0-2023-03-09/en/clips/common_voice_en_19666752.mp3,6.6,1.3,5.6,6.4
audiomos2025-track2-speech-cv-corpus-13.0-2023-03-09_en_clips_common_voice_en_19666798.mp3,/your_path/cv-corpus-13.0-2023-03-09/en/clips/common_voice_en_19666798.mp3,6.3,1.2,5.3,5.4
audiomos2025-track2-speech-cv-corpus-13.0-2023-03-09_en_clips_common_voice_en_19667910.mp3,/your_path/cv-corpus-13.0-2023-03-09/en/clips/common_voice_en_19667910.mp3,6.5,1.6,6.2,6.8
audiomos2025-track2-speech-cv-corpus-13.0-2023-03-09_en_clips_common_voice_en_19678591.mp3,/your_path/cv-corpus-13.0-2023-03-09/en/clips/common_voice_en_19678591.mp3,5.5,2.3,5.4,5.5
audiomos2025-track2-speech-cv-corpus-13.0-2023-03-09_en_clips_common_voice_en_19694978.mp3,/your_path/cv-corpus-13.0-2023-03-09/en/clips/common_voice_en_19694978.mp3,5.1,2.4,4.1,4.7
audiomos2025-track2-speech-cv-corpus-13.0-2023-03-09_en_clips_common_voice_en_19710902.mp3,/your_path/cv-corpus-13.0-2023-03-09/en/clips/common_voice_en_19710902.mp3,6.2,1.8,5.2,5.6
audiomos2025-track2-speech-cv-corpus-13.0-2023-03-09_en_clips_common_voice_en_19721133.mp3,/your_path/cv-corpus-13.0-2023-03-09/en/clips/common_voice_en_19721133.mp3,3.6,2.5,3.4,3.5
audiomos2025-track2-speech-cv-corpus-13.0-2023-03-09_en_clips_common_voice_en_19722582.mp3,/your_path/cv-corpus-13.0-2023-03-09/en/clips/common_voice_en_19722582.mp3,5.9,1.5,5.5,5.3
audiomos2025-track2-speech-cv-corpus-13.0-2023-03-09_en_clips_common_voice_en_19738197.mp3,/your_path/cv-corpus-13.0-2023-03-09/en/clips/common_voice_en_19738197.mp3,6.7,2.4,6.4,6.8
audiomos2025-track2-speech-cv-corpus-13.0-2023-03-09_en_clips_common_voice_en_19745830.mp3,/your_path/cv-corpus-13.0-2023-03-09/en/clips/common_voice_en_19745830.mp3,7.4,2.1,6.9,7.2
audiomos2025-track2-speech-cv-corpus-13.0-2023-03-09_en_clips_common_voice_en_19746461.mp3,/your_path/cv-corpus-13.0-2023-03-09/en/clips/common_voice_en_19746461.mp3,6.1,2.0,5.8,5.9
audiomos2025-track2-speech-cv-corpus-13.0-2023-03-09_en_clips_common_voice_en_19766748.mp3,/your_path/cv-corpus-13.0-2023-03-09/en/clips/common_voice_en_19766748.mp3,3.8,2.6,3.4,3.7
audiomos2025-track2-speech-cv-corpus-13.0-2023-03-09_en_clips_common_voice_en_19767707.mp3,/your_path/cv-corpus-13.0-2023-03-09/en/clips/common_voice_en_19767707.mp3,5.7,1.7,4.7,5.3
audiomos2025-track2-speech-cv-corpus-13.0-2023-03-09_en_clips_common_voice_en_19768051.mp3,/your_path/cv-corpus-13.0-2023-03-09/en/clips/common_voice_en_19768051.mp3,5.7,2.4,4.8,5.3
audiomos2025-track2-speech-cv-corpus-13.0-2023-03-09_en_clips_common_voice_en_19779499.mp3,/your_path/cv-corpus-13.0-2023-03-09/en/clips/common_voice_en_19779499.mp3,6.6,1.7,6.1,6.5
audiomos2025-track2-speech-cv-corpus-13.0-2023-03-09_en_clips_common_voice_en_19789274.mp3,/your_path/cv-corpus-13.0-2023-03-09/en/clips/common_voice_en_19789274.mp3,6.0,1.3,4.7,5.2
audiomos2025-track2-speech-cv-corpus-13.0-2023-03-09_en_clips_common_voice_en_19796682.mp3,/your_path/cv-corpus-13.0-2023-03-09/en/clips/common_voice_en_19796682.mp3,6.5,1.4,5.8,6.0
audiomos2025-track2-speech-cv-corpus-13.0-2023-03-09_en_clips_common_voice_en_19804606.mp3,/your_path/cv-corpus-13.0-2023-03-09/en/clips/common_voice_en_19804606.mp3,6.1,1.2,5.5,5.7
audiomos2025-track2-speech-cv-corpus-13.0-2023-03-09_en_clips_common_voice_en_19822418.mp3,/your_path/cv-corpus-13.0-2023-03-09/en/clips/common_voice_en_19822418.mp3,5.6,1.3,5.5,5.7
audiomos2025-track2-speech-cv-corpus-13.0-2023-03-09_en_clips_common_voice_en_19825574.mp3,/your_path/cv-corpus-13.0-2023-03-09/en/clips/common_voice_en_19825574.mp3,6.9,2.1,5.9,6.8
audiomos2025-track2-speech-cv-corpus-13.0-2023-03-09_en_clips_common_voice_en_19827719.mp3,/your_path/cv-corpus-13.0-2023-03-09/en/clips/common_voice_en_19827719.mp3,3.7,2.3,3.2,2.9
audiomos2025-track2-speech-cv-corpus-13.0-2023-03-09_en_clips_common_voice_en_19832621.mp3,/your_path/cv-corpus-13.0-2023-03-09/en/clips/common_voice_en_19832621.mp3,4.0,1.9,3.6,3.7
audiomos2025-track2-speech-cv-corpus-13.0-2023-03-09_en_clips_common_voice_en_19847938.mp3,/your_path/cv-corpus-13.0-2023-03-09/en/clips/common_voice_en_19847938.mp3,6.4,1.6,5.2,6.0
audiomos2025-track2-speech-cv-corpus-13.0-2023-03-09_en_clips_common_voice_en_19853773.mp3,/your_path/cv-corpus-13.0-2023-03-09/en/clips/common_voice_en_19853773.mp3,5.4,1.7,5.3,5.8
audiomos2025-track2-speech-cv-corpus-13.0-2023-03-09_en_clips_common_voice_en_19854651.mp3,/your_path/cv-corpus-13.0-2023-03-09/en/clips/common_voice_en_19854651.mp3,3.8,1.4,3.9,3.2
audiomos2025-track2-speech-cv-corpus-13.0-2023-03-09_en_clips_common_voice_en_19854661.mp3,/your_path/cv-corpus-13.0-2023-03-09/en/clips/common_voice_en_19854661.mp3,6.4,2.2,5.4,6.1
audiomos2025-track2-speech-cv-corpus-13.0-2023-03-09_en_clips_common_voice_en_19872383.mp3,/your_path/cv-corpus-13.0-2023-03-09/en/clips/common_voice_en_19872383.mp3,5.5,1.2,5.8,5.9
audiomos2025-track2-speech-cv-corpus-13.0-2023-03-09_en_clips_common_voice_en_19877469.mp3,/your_path/cv-corpus-13.0-2023-03-09/en/clips/common_voice_en_19877469.mp3,5.5,1.7,4.9,5.2
audiomos2025-track2-speech-cv-corpus-13.0-2023-03-09_en_clips_common_voice_en_19878305.mp3,/your_path/cv-corpus-13.0-2023-03-09/en/clips/common_voice_en_19878305.mp3,6.6,1.4,5.5,5.9
audiomos2025-track2-speech-cv-corpus-13.0-2023-03-09_en_clips_common_voice_en_19886405.mp3,/your_path/cv-corpus-13.0-2023-03-09/en/clips/common_voice_en_19886405.mp3,5.8,2.0,6.0,6.0
audiomos2025-track2-speech-cv-corpus-13.0-2023-03-09_en_clips_common_voice_en_19886437.mp3,/your_path/cv-corpus-13.0-2023-03-09/en/clips/common_voice_en_19886437.mp3,5.3,1.5,5.1,4.9
audiomos2025-track2-speech-cv-corpus-13.0-2023-03-09_en_clips_common_voice_en_19893594.mp3,/your_path/cv-corpus-13.0-2023-03-09/en/clips/common_voice_en_19893594.mp3,5.2,1.7,4.3,4.3
audiomos2025-track2-speech-cv-corpus-13.0-2023-03-09_en_clips_common_voice_en_19898608.mp3,/your_path/cv-corpus-13.0-2023-03-09/en/clips/common_voice_en_19898608.mp3,5.9,1.5,5.4,5.8
audiomos2025-track2-speech-cv-corpus-13.0-2023-03-09_en_clips_common_voice_en_19909024.mp3,/your_path/cv-corpus-13.0-2023-03-09/en/clips/common_voice_en_19909024.mp3,5.8,1.6,5.7,5.7
audiomos2025-track2-speech-cv-corpus-13.0-2023-03-09_en_clips_common_voice_en_19915418.mp3,/your_path/cv-corpus-13.0-2023-03-09/en/clips/common_voice_en_19915418.mp3,5.6,1.2,5.1,5.8
audiomos2025-track2-speech-cv-corpus-13.0-2023-03-09_en_clips_common_voice_en_19930724.mp3,/your_path/cv-corpus-13.0-2023-03-09/en/clips/common_voice_en_19930724.mp3,5.3,1.9,5.1,5.4
audiomos2025-track2-speech-cv-corpus-13.0-2023-03-09_en_clips_common_voice_en_19945257.mp3,/your_path/cv-corpus-13.0-2023-03-09/en/clips/common_voice_en_19945257.mp3,4.8,1.7,4.6,4.8
audiomos2025-track2-speech-cv-corpus-13.0-2023-03-09_en_clips_common_voice_en_19946086.mp3,/your_path/cv-corpus-13.0-2023-03-09/en/clips/common_voice_en_19946086.mp3,6.7,1.7,5.6,6.0
audiomos2025-track2-speech-cv-corpus-13.0-2023-03-09_en_clips_common_voice_en_19950167.mp3,/your_path/cv-corpus-13.0-2023-03-09/en/clips/common_voice_en_19950167.mp3,6.7,2.0,6.6,6.9
audiomos2025-track2-speech-cv-corpus-13.0-2023-03-09_en_clips_common_voice_en_19958038.mp3,/your_path/cv-corpus-13.0-2023-03-09/en/clips/common_voice_en_19958038.mp3,5.7,1.8,4.1,4.9
audiomos2025-track2-speech-cv-corpus-13.0-2023-03-09_en_clips_common_voice_en_19958386.mp3,/your_path/cv-corpus-13.0-2023-03-09/en/clips/common_voice_en_19958386.mp3,4.1,2.2,4.1,4.3
audiomos2025-track2-speech-cv-corpus-13.0-2023-03-09_en_clips_common_voice_en_19959894.mp3,/your_path/cv-corpus-13.0-2023-03-09/en/clips/common_voice_en_19959894.mp3,6.8,1.3,6.7,7.4
audiomos2025-track2-speech-cv-corpus-13.0-2023-03-09_en_clips_common_voice_en_19961103.mp3,/your_path/cv-corpus-13.0-2023-03-09/en/clips/common_voice_en_19961103.mp3,5.8,2.9,4.7,5.2
audiomos2025-track2-speech-cv-corpus-13.0-2023-03-09_en_clips_common_voice_en_19965468.mp3,/your_path/cv-corpus-13.0-2023-03-09/en/clips/common_voice_en_19965468.mp3,6.1,2.4,5.9,6.1
audiomos2025-track2-speech-cv-corpus-13.0-2023-03-09_en_clips_common_voice_en_19966598.mp3,/your_path/cv-corpus-13.0-2023-03-09/en/clips/common_voice_en_19966598.mp3,6.1,1.3,5.9,5.8
audiomos2025-track2-speech-cv-corpus-13.0-2023-03-09_en_clips_common_voice_en_19966672.mp3,/your_path/cv-corpus-13.0-2023-03-09/en/clips/common_voice_en_19966672.mp3,7.6,1.8,7.0,7.4
audiomos2025-track2-speech-cv-corpus-13.0-2023-03-09_en_clips_common_voice_en_19984443.mp3,/your_path/cv-corpus-13.0-2023-03-09/en/clips/common_voice_en_19984443.mp3,7.1,2.7,6.5,6.9
audiomos2025-track2-speech-cv-corpus-13.0-2023-03-09_en_clips_common_voice_en_19993630.mp3,/your_path/cv-corpus-13.0-2023-03-09/en/clips/common_voice_en_19993630.mp3,7.2,1.5,5.6,6.6
audiomos2025-track2-speech-cv-corpus-13.0-2023-03-09_en_clips_common_voice_en_19996882.mp3,/your_path/cv-corpus-13.0-2023-03-09/en/clips/common_voice_en_19996882.mp3,6.0,1.6,4.8,5.9
audiomos2025-track2-speech-cv-corpus-13.0-2023-03-09_en_clips_common_voice_en_20024764.mp3,/your_path/cv-corpus-13.0-2023-03-09/en/clips/common_voice_en_20024764.mp3,6.2,1.3,4.4,4.7
audiomos2025-track2-speech-cv-corpus-13.0-2023-03-09_en_clips_common_voice_en_20033982.mp3,/your_path/cv-corpus-13.0-2023-03-09/en/clips/common_voice_en_20033982.mp3,6.7,1.4,5.0,6.2
audiomos2025-track2-speech-cv-corpus-13.0-2023-03-09_en_clips_common_voice_en_20066828.mp3,/your_path/cv-corpus-13.0-2023-03-09/en/clips/common_voice_en_20066828.mp3,5.2,1.6,4.2,5.0
audiomos2025-track2-speech-cv-corpus-13.0-2023-03-09_en_clips_common_voice_en_20075078.mp3,/your_path/cv-corpus-13.0-2023-03-09/en/clips/common_voice_en_20075078.mp3,6.3,1.4,6.3,6.5
audiomos2025-track2-speech-cv-corpus-13.0-2023-03-09_en_clips_common_voice_en_20079311.mp3,/your_path/cv-corpus-13.0-2023-03-09/en/clips/common_voice_en_20079311.mp3,5.7,1.9,5.8,6.3
audiomos2025-track2-speech-cv-corpus-13.0-2023-03-09_en_clips_common_voice_en_20115292.mp3,/your_path/cv-corpus-13.0-2023-03-09/en/clips/common_voice_en_20115292.mp3,5.0,2.3,3.6,3.7
audiomos2025-track2-speech-cv-corpus-13.0-2023-03-09_en_clips_common_voice_en_20132346.mp3,/your_path/cv-corpus-13.0-2023-03-09/en/clips/common_voice_en_20132346.mp3,6.6,1.3,5.9,6.6
audiomos2025-track2-speech-cv-corpus-13.0-2023-03-09_en_clips_common_voice_en_20139319.mp3,/your_path/cv-corpus-13.0-2023-03-09/en/clips/common_voice_en_20139319.mp3,4.5,2.2,4.3,3.8
audiomos2025-track2-speech-cv-corpus-13.0-2023-03-09_en_clips_common_voice_en_20143790.mp3,/your_path/cv-corpus-13.0-2023-03-09/en/clips/common_voice_en_20143790.mp3,7.4,1.7,6.2,7.0
audiomos2025-track2-speech-cv-corpus-13.0-2023-03-09_en_clips_common_voice_en_20172174.mp3,/your_path/cv-corpus-13.0-2023-03-09/en/clips/common_voice_en_20172174.mp3,6.9,1.5,6.5,6.9
audiomos2025-track2-speech-cv-corpus-13.0-2023-03-09_en_clips_common_voice_en_20184367.mp3,/your_path/cv-corpus-13.0-2023-03-09/en/clips/common_voice_en_20184367.mp3,6.2,1.3,6.2,6.0
audiomos2025-track2-speech-cv-corpus-13.0-2023-03-09_en_clips_common_voice_en_20217717.mp3,/your_path/cv-corpus-13.0-2023-03-09/en/clips/common_voice_en_20217717.mp3,5.0,1.8,5.0,5.1
audiomos2025-track2-speech-cv-corpus-13.0-2023-03-09_en_clips_common_voice_en_20220604.mp3,/your_path/cv-corpus-13.0-2023-03-09/en/clips/common_voice_en_20220604.mp3,6.4,1.1,5.4,5.7
audiomos2025-track2-speech-cv-corpus-13.0-2023-03-09_en_clips_common_voice_en_20221340.mp3,/your_path/cv-corpus-13.0-2023-03-09/en/clips/common_voice_en_20221340.mp3,4.7,2.7,3.8,3.8
audiomos2025-track2-speech-cv-corpus-13.0-2023-03-09_en_clips_common_voice_en_20233793.mp3,/your_path/cv-corpus-13.0-2023-03-09/en/clips/common_voice_en_20233793.mp3,6.2,1.7,5.7,5.7
audiomos2025-track2-speech-cv-corpus-13.0-2023-03-09_en_clips_common_voice_en_20247793.mp3,/your_path/cv-corpus-13.0-2023-03-09/en/clips/common_voice_en_20247793.mp3,7.6,1.0,6.3,7.0
audiomos2025-track2-speech-cv-corpus-13.0-2023-03-09_en_clips_common_voice_en_20250737.mp3,/your_path/cv-corpus-13.0-2023-03-09/en/clips/common_voice_en_20250737.mp3,6.6,2.3,5.6,6.3
audiomos2025-track2-speech-cv-corpus-13.0-2023-03-09_en_clips_common_voice_en_20270220.mp3,/your_path/cv-corpus-13.0-2023-03-09/en/clips/common_voice_en_20270220.mp3,4.9,2.1,4.5,4.1
audiomos2025-track2-speech-cv-corpus-13.0-2023-03-09_en_clips_common_voice_en_20311613.mp3,/your_path/cv-corpus-13.0-2023-03-09/en/clips/common_voice_en_20311613.mp3,6.5,1.6,5.7,6.0
audiomos2025-track2-speech-cv-corpus-13.0-2023-03-09_en_clips_common_voice_en_20320121.mp3,/your_path/cv-corpus-13.0-2023-03-09/en/clips/common_voice_en_20320121.mp3,6.6,1.8,5.5,5.8
audiomos2025-track2-speech-cv-corpus-13.0-2023-03-09_en_clips_common_voice_en_20343599.mp3,/your_path/cv-corpus-13.0-2023-03-09/en/clips/common_voice_en_20343599.mp3,5.9,1.4,4.1,4.9
audiomos2025-track2-speech-cv-corpus-13.0-2023-03-09_en_clips_common_voice_en_20367241.mp3,/your_path/cv-corpus-13.0-2023-03-09/en/clips/common_voice_en_20367241.mp3,5.9,1.4,6.2,6.1
audiomos2025-track2-speech-cv-corpus-13.0-2023-03-09_en_clips_common_voice_en_20379020.mp3,/your_path/cv-corpus-13.0-2023-03-09/en/clips/common_voice_en_20379020.mp3,4.8,2.5,3.2,4.1
audiomos2025-track2-speech-cv-corpus-13.0-2023-03-09_en_clips_common_voice_en_20379071.mp3,/your_path/cv-corpus-13.0-2023-03-09/en/clips/common_voice_en_20379071.mp3,3.5,2.1,3.0,2.8
audiomos2025-track2-speech-cv-corpus-13.0-2023-03-09_en_clips_common_voice_en_20379569.mp3,/your_path/cv-corpus-13.0-2023-03-09/en/clips/common_voice_en_20379569.mp3,3.0,2.0,2.6,2.7
audiomos2025-track2-speech-cv-corpus-13.0-2023-03-09_en_clips_common_voice_en_20379736.mp3,/your_path/cv-corpus-13.0-2023-03-09/en/clips/common_voice_en_20379736.mp3,5.2,2.7,4.2,4.6
audiomos2025-track2-speech-cv-corpus-13.0-2023-03-09_en_clips_common_voice_en_20391237.mp3,/your_path/cv-corpus-13.0-2023-03-09/en/clips/common_voice_en_20391237.mp3,6.8,1.3,5.8,6.3
audiomos2025-track2-speech-cv-corpus-13.0-2023-03-09_en_clips_common_voice_en_20436536.mp3,/your_path/cv-corpus-13.0-2023-03-09/en/clips/common_voice_en_20436536.mp3,5.9,1.5,4.9,5.1
audiomos2025-track2-speech-cv-corpus-13.0-2023-03-09_en_clips_common_voice_en_20460134.mp3,/your_path/cv-corpus-13.0-2023-03-09/en/clips/common_voice_en_20460134.mp3,4.5,1.7,3.1,3.8
audiomos2025-track2-speech-cv-corpus-13.0-2023-03-09_en_clips_common_voice_en_20469853.mp3,/your_path/cv-corpus-13.0-2023-03-09/en/clips/common_voice_en_20469853.mp3,6.1,1.5,4.5,5.4
audiomos2025-track2-speech-cv-corpus-13.0-2023-03-09_en_clips_common_voice_en_20487115.mp3,/your_path/cv-corpus-13.0-2023-03-09/en/clips/common_voice_en_20487115.mp3,4.0,2.1,3.7,3.6
audiomos2025-track2-speech-cv-corpus-13.0-2023-03-09_en_clips_common_voice_en_20497401.mp3,/your_path/cv-corpus-13.0-2023-03-09/en/clips/common_voice_en_20497401.mp3,6.6,1.4,6.6,6.6
audiomos2025-track2-speech-cv-corpus-13.0-2023-03-09_en_clips_common_voice_en_20498776.mp3,/your_path/cv-corpus-13.0-2023-03-09/en/clips/common_voice_en_20498776.mp3,7.3,1.6,7.1,7.5
audiomos2025-track2-speech-cv-corpus-13.0-2023-03-09_en_clips_common_voice_en_20509684.mp3,/your_path/cv-corpus-13.0-2023-03-09/en/clips/common_voice_en_20509684.mp3,4.7,1.7,3.8,4.2
audiomos2025-track2-speech-cv-corpus-13.0-2023-03-09_en_clips_common_voice_en_20519807.mp3,/your_path/cv-corpus-13.0-2023-03-09/en/clips/common_voice_en_20519807.mp3,6.1,1.7,4.7,5.2
audiomos2025-track2-speech-cv-corpus-13.0-2023-03-09_en_clips_common_voice_en_20584979.mp3,/your_path/cv-corpus-13.0-2023-03-09/en/clips/common_voice_en_20584979.mp3,5.6,1.8,4.7,5.1
audiomos2025-track2-speech-cv-corpus-13.0-2023-03-09_en_clips_common_voice_en_20595187.mp3,/your_path/cv-corpus-13.0-2023-03-09/en/clips/common_voice_en_20595187.mp3,5.4,1.7,4.4,4.4
audiomos2025-track2-speech-cv-corpus-13.0-2023-03-09_en_clips_common_voice_en_20595299.mp3,/your_path/cv-corpus-13.0-2023-03-09/en/clips/common_voice_en_20595299.mp3,4.3,2.4,3.9,4.3
audiomos2025-track2-speech-cv-corpus-13.0-2023-03-09_en_clips_common_voice_en_20619305.mp3,/your_path/cv-corpus-13.0-2023-03-09/en/clips/common_voice_en_20619305.mp3,5.3,1.8,4.3,4.5
audiomos2025-track2-speech-cv-corpus-13.0-2023-03-09_en_clips_common_voice_en_20639545.mp3,/your_path/cv-corpus-13.0-2023-03-09/en/clips/common_voice_en_20639545.mp3,4.9,2.2,4.3,4.3
audiomos2025-track2-speech-cv-corpus-13.0-2023-03-09_en_clips_common_voice_en_20708328.mp3,/your_path/cv-corpus-13.0-2023-03-09/en/clips/common_voice_en_20708328.mp3,5.6,2.5,4.5,5.0
audiomos2025-track2-speech-cv-corpus-13.0-2023-03-09_en_clips_common_voice_en_20708333.mp3,/your_path/cv-corpus-13.0-2023-03-09/en/clips/common_voice_en_20708333.mp3,4.1,2.2,3.8,3.4
audiomos2025-track2-speech-cv-corpus-13.0-2023-03-09_en_clips_common_voice_en_20712781.mp3,/your_path/cv-corpus-13.0-2023-03-09/en/clips/common_voice_en_20712781.mp3,6.5,1.4,5.4,5.5
audiomos2025-track2-speech-cv-corpus-13.0-2023-03-09_en_clips_common_voice_en_20727997.mp3,/your_path/cv-corpus-13.0-2023-03-09/en/clips/common_voice_en_20727997.mp3,6.7,1.4,5.9,6.1
audiomos2025-track2-speech-cv-corpus-13.0-2023-03-09_en_clips_common_voice_en_20730962.mp3,/your_path/cv-corpus-13.0-2023-03-09/en/clips/common_voice_en_20730962.mp3,3.6,2.4,3.3,3.4
audiomos2025-track2-speech-cv-corpus-13.0-2023-03-09_en_clips_common_voice_en_20735714.mp3,/your_path/cv-corpus-13.0-2023-03-09/en/clips/common_voice_en_20735714.mp3,5.8,2.5,4.5,5.5
audiomos2025-track2-speech-cv-corpus-13.0-2023-03-09_en_clips_common_voice_en_20737747.mp3,/your_path/cv-corpus-13.0-2023-03-09/en/clips/common_voice_en_20737747.mp3,6.4,1.1,5.9,6.0
audiomos2025-track2-speech-cv-corpus-13.0-2023-03-09_en_clips_common_voice_en_20755143.mp3,/your_path/cv-corpus-13.0-2023-03-09/en/clips/common_voice_en_20755143.mp3,7.2,1.1,6.8,7.5
audiomos2025-track2-speech-cv-corpus-13.0-2023-03-09_en_clips_common_voice_en_20757397.mp3,/your_path/cv-corpus-13.0-2023-03-09/en/clips/common_voice_en_20757397.mp3,5.4,0.9,4.4,5.0
audiomos2025-track2-speech-cv-corpus-13.0-2023-03-09_en_clips_common_voice_en_20757486.mp3,/your_path/cv-corpus-13.0-2023-03-09/en/clips/common_voice_en_20757486.mp3,5.8,1.3,5.6,6.0
audiomos2025-track2-speech-cv-corpus-13.0-2023-03-09_en_clips_common_voice_en_20763743.mp3,/your_path/cv-corpus-13.0-2023-03-09/en/clips/common_voice_en_20763743.mp3,3.5,1.9,3.5,3.7
audiomos2025-track2-speech-cv-corpus-13.0-2023-03-09_en_clips_common_voice_en_20767689.mp3,/your_path/cv-corpus-13.0-2023-03-09/en/clips/common_voice_en_20767689.mp3,6.7,1.1,6.0,6.4
audiomos2025-track2-speech-cv-corpus-13.0-2023-03-09_en_clips_common_voice_en_20781531.mp3,/your_path/cv-corpus-13.0-2023-03-09/en/clips/common_voice_en_20781531.mp3,5.3,1.8,4.7,4.7
